KO,Definition,Gene IDs,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39
K11934,outer membrane protein X,gnl|Prokka|AKEAHCKB_03042;gnl|Prokka|APDOGEMG_03416;gnl|Prokka|BNGDJCLN_02280;gnl|Prokka|COAKLHLB_00442;gnl|Prokka|HCDLLMMA_01531;gnl|Prokka|HIPMDEKK_01129;gnl|Prokka|IAHBEFHN_01026;gnl|Prokka|ICHPHMKM_02781;gnl|Prokka|JCIDEFIG_02621;gnl|Prokka|KAGGKOGE_01053;gnl|Prokka|KIDIHNBK_03140;gnl|Prokka|LGNBBEFE_02849;gnl|Prokka|LKCJGGKA_01718;gnl|Prokka|MKNIKEAA_03441;gnl|Prokka|NGKABENH_01611;gnl|Prokka|NKEMDPIE_02583;gnl|Prokka|PJBPACPC_04284;gnl|Prokka|PLJPCPFJ_02959,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
K03638,molybdopterin adenylyltransferase [EC:2.7.7.75],gnl|Prokka|AKEAHCKB_03010;gnl|Prokka|APDOGEMG_01792;gnl|Prokka|BNGDJCLN_02248;gnl|Prokka|COAKLHLB_01328;gnl|Prokka|HCDLLMMA_01498;gnl|Prokka|HIPMDEKK_01997;gnl|Prokka|IAHBEFHN_02117;gnl|Prokka|ICHPHMKM_02040;gnl|Prokka|JCIDEFIG_04269;gnl|Prokka|JDDPIIHO_04163;gnl|Prokka|KAGGKOGE_01084;gnl|Prokka|KIDIHNBK_03108;gnl|Prokka|LGNBBEFE_02881;gnl|Prokka|LKCJGGKA_01750;gnl|Prokka|MKNIKEAA_00884;gnl|Prokka|NGKABENH_01642;gnl|Prokka|NKEMDPIE_02615;gnl|Prokka|PJBPACPC_04253;gnl|Prokka|PLJPCPFJ_02926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K16325,nucleoside permease,gnl|Prokka|AKEAHCKB_03554;gnl|Prokka|AKEAHCKB_03557;gnl|Prokka|APDOGEMG_03228;gnl|Prokka|APDOGEMG_03231;gnl|Prokka|BNGDJCLN_03625;gnl|Prokka|BNGDJCLN_03628;gnl|Prokka|COAKLHLB_03142;gnl|Prokka|COAKLHLB_03145;gnl|Prokka|HCDLLMMA_00575;gnl|Prokka|HCDLLMMA_00578;gnl|Prokka|HCDLLMMA_02691;gnl|Prokka|HIPMDEKK_01471;gnl|Prokka|HIPMDEKK_03502;gnl|Prokka|IAHBEFHN_02662;gnl|Prokka|IAHBEFHN_02665;gnl|Prokka|ICHPHMKM_02865;gnl|Prokka|ICHPHMKM_02868;gnl|Prokka|JCIDEFIG_00666;gnl|Prokka|JCIDEFIG_00669;gnl|Prokka|KAGGKOGE_01578;gnl|Prokka|KAGGKOGE_01581;gnl|Prokka|KIDIHNBK_04313;gnl|Prokka|LGNBBEFE_03007;gnl|Prokka|LGNBBEFE_03010;gnl|Prokka|LKCJGGKA_03466;gnl|Prokka|LKCJGGKA_03469;gnl|Prokka|MKNIKEAA_01922;gnl|Prokka|NGKABENH_03797;gnl|Prokka|NKEMDPIE_01659;gnl|Prokka|PJBPACPC_01895;gnl|Prokka|PLJPCPFJ_04564;gnl|Prokka|PLJPCPFJ_04567,2,2,2,1,2,0,2,1,2,2,2,2,2,2,1,3,1,2,1
K05846,osmoprotectant transport system permease protein,gnl|Prokka|AKEAHCKB_03587;gnl|Prokka|AKEAHCKB_03589;gnl|Prokka|APDOGEMG_02177;gnl|Prokka|APDOGEMG_02179;gnl|Prokka|BNGDJCLN_03658;gnl|Prokka|BNGDJCLN_03660;gnl|Prokka|COAKLHLB_00883;gnl|Prokka|COAKLHLB_00885;gnl|Prokka|HCDLLMMA_00608;gnl|Prokka|HCDLLMMA_00610;gnl|Prokka|HIPMDEKK_02194;gnl|Prokka|HIPMDEKK_02196;gnl|Prokka|IAHBEFHN_03114;gnl|Prokka|IAHBEFHN_03116;gnl|Prokka|ICHPHMKM_02899;gnl|Prokka|ICHPHMKM_02901;gnl|Prokka|JCIDEFIG_03955;gnl|Prokka|JCIDEFIG_03957;gnl|Prokka|JDDPIIHO_01774;gnl|Prokka|JDDPIIHO_03488;gnl|Prokka|KAGGKOGE_01611;gnl|Prokka|KAGGKOGE_01613;gnl|Prokka|KIDIHNBK_04279;gnl|Prokka|KIDIHNBK_04281;gnl|Prokka|LGNBBEFE_03040;gnl|Prokka|LGNBBEFE_03042;gnl|Prokka|LKCJGGKA_03499;gnl|Prokka|LKCJGGKA_03501;gnl|Prokka|MKNIKEAA_01954;gnl|Prokka|MKNIKEAA_01956;gnl|Prokka|NGKABENH_03829;gnl|Prokka|NGKABENH_03831;gnl|Prokka|NKEMDPIE_03538;gnl|Prokka|NKEMDPIE_03540;gnl|Prokka|PJBPACPC_01861;gnl|Prokka|PJBPACPC_01863;gnl|Prokka|PLJPCPFJ_04604;gnl|Prokka|PLJPCPFJ_04606,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
K15549,membrane fusion protein; multidrug efflux system,gnl|Prokka|AKEAHCKB_00586;gnl|Prokka|APDOGEMG_03932;gnl|Prokka|BNGDJCLN_01261;gnl|Prokka|COAKLHLB_03931;gnl|Prokka|HCDLLMMA_04092;gnl|Prokka|HIPMDEKK_01721;gnl|Prokka|IAHBEFHN_01539;gnl|Prokka|ICHPHMKM_01152;gnl|Prokka|JCIDEFIG_00482;gnl|Prokka|JDDPIIHO_00124;gnl|Prokka|KAGGKOGE_01990;gnl|Prokka|KIDIHNBK_03392;gnl|Prokka|LGNBBEFE_03074;gnl|Prokka|LKCJGGKA_03254;gnl|Prokka|MKNIKEAA_01653;gnl|Prokka|NGKABENH_00334;gnl|Prokka|NKEMDPIE_00297;gnl|Prokka|PJBPACPC_03417;gnl|Prokka|PLJPCPFJ_00197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K07406,alpha-galactosidase [EC:3.2.1.22],gnl|Prokka|AKEAHCKB_02250;gnl|Prokka|APDOGEMG_03900;gnl|Prokka|BNGDJCLN_01230;gnl|Prokka|COAKLHLB_02585;gnl|Prokka|HCDLLMMA_04054;gnl|Prokka|HIPMDEKK_02085;gnl|Prokka|IAHBEFHN_03965;gnl|Prokka|ICHPHMKM_01114;gnl|Prokka|JCIDEFIG_04133;gnl|Prokka|JDDPIIHO_02731;gnl|Prokka|KAGGKOGE_02028;gnl|Prokka|KIDIHNBK_03430;gnl|Prokka|LGNBBEFE_03106;gnl|Prokka|LKCJGGKA_03222;gnl|Prokka|MKNIKEAA_01692;gnl|Prokka|NGKABENH_00373;gnl|Prokka|NKEMDPIE_02868;gnl|Prokka|PJBPACPC_03379;gnl|Prokka|PLJPCPFJ_00157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K01892,histidyl-tRNA synthetase [EC:6.1.1.21],gnl|Prokka|AKEAHCKB_03352;gnl|Prokka|APDOGEMG_03400;gnl|Prokka|BNGDJCLN_00163;gnl|Prokka|COAKLHLB_02493;gnl|Prokka|HCDLLMMA_00188;gnl|Prokka|HIPMDEKK_01044;gnl|Prokka|IAHBEFHN_00760;gnl|Prokka|ICHPHMKM_00824;gnl|Prokka|JCIDEFIG_00613;gnl|Prokka|JDDPIIHO_04089;gnl|Prokka|KAGGKOGE_01255;gnl|Prokka|KIDIHNBK_02334;gnl|Prokka|LGNBBEFE_03533;gnl|Prokka|LKCJGGKA_04092;gnl|Prokka|MKNIKEAA_01327;gnl|Prokka|NGKABENH_02833;gnl|Prokka|NKEMDPIE_01708;gnl|Prokka|PJBPACPC_02208;gnl|Prokka|PLJPCPFJ_01445,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03567,glycine cleavage system transcriptional repressor,gnl|Prokka|AKEAHCKB_00697;gnl|Prokka|APDOGEMG_02419;gnl|Prokka|BNGDJCLN_00201;gnl|Prokka|COAKLHLB_00834;gnl|Prokka|HCDLLMMA_00281;gnl|Prokka|HIPMDEKK_01081;gnl|Prokka|IAHBEFHN_01516;gnl|Prokka|ICHPHMKM_01709;gnl|Prokka|JCIDEFIG_00943;gnl|Prokka|JDDPIIHO_01068;gnl|Prokka|KAGGKOGE_01285;gnl|Prokka|KIDIHNBK_02307;gnl|Prokka|LGNBBEFE_03597;gnl|Prokka|LKCJGGKA_01847;gnl|Prokka|MKNIKEAA_01225;gnl|Prokka|NGKABENH_00655;gnl|Prokka|NKEMDPIE_01681;gnl|Prokka|PJBPACPC_02181;gnl|Prokka|PLJPCPFJ_01407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K01250,pyrimidine-specific ribonucleoside hydrolase [EC:3.2.2.-],gnl|Prokka|AKEAHCKB_02027;gnl|Prokka|APDOGEMG_02849;gnl|Prokka|BNGDJCLN_02805;gnl|Prokka|COAKLHLB_02462;gnl|Prokka|HCDLLMMA_01355;gnl|Prokka|HIPMDEKK_00709;gnl|Prokka|IAHBEFHN_02770;gnl|Prokka|JCIDEFIG_01438;gnl|Prokka|JDDPIIHO_03602;gnl|Prokka|KAGGKOGE_02691;gnl|Prokka|KIDIHNBK_02976;gnl|Prokka|LGNBBEFE_03629;gnl|Prokka|LKCJGGKA_03749;gnl|Prokka|MKNIKEAA_00998;gnl|Prokka|NGKABENH_01764;gnl|Prokka|NKEMDPIE_02933;gnl|Prokka|PJBPACPC_01235;gnl|Prokka|PLJPCPFJ_00464,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
K02846,N-methyl-L-tryptophan oxidase [EC:1.5.3.-],gnl|Prokka|AKEAHCKB_04210;gnl|Prokka|APDOGEMG_02341;gnl|Prokka|BNGDJCLN_00595;gnl|Prokka|COAKLHLB_02673;gnl|Prokka|HCDLLMMA_03627;gnl|Prokka|HIPMDEKK_01360;gnl|Prokka|IAHBEFHN_01146;gnl|Prokka|ICHPHMKM_02300;gnl|Prokka|JCIDEFIG_00847;gnl|Prokka|JDDPIIHO_02558;gnl|Prokka|KAGGKOGE_02297;gnl|Prokka|KIDIHNBK_01817;gnl|Prokka|LGNBBEFE_02245;gnl|Prokka|LKCJGGKA_00962;gnl|Prokka|MKNIKEAA_02795;gnl|Prokka|NGKABENH_00099;gnl|Prokka|NKEMDPIE_01165;gnl|Prokka|PJBPACPC_01071;gnl|Prokka|PLJPCPFJ_01655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K00525,ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1],gnl|Prokka|AKEAHCKB_01829;gnl|Prokka|AKEAHCKB_04253;gnl|Prokka|APDOGEMG_00863;gnl|Prokka|APDOGEMG_03165;gnl|Prokka|BNGDJCLN_01285;gnl|Prokka|BNGDJCLN_03562;gnl|Prokka|COAKLHLB_00245;gnl|Prokka|COAKLHLB_02999;gnl|Prokka|HCDLLMMA_00505;gnl|Prokka|HCDLLMMA_00950;gnl|Prokka|HIPMDEKK_01198;gnl|Prokka|HIPMDEKK_03081;gnl|Prokka|IAHBEFHN_00976;gnl|Prokka|IAHBEFHN_02753;gnl|Prokka|ICHPHMKM_01626;gnl|Prokka|JCIDEFIG_03434;gnl|Prokka|JDDPIIHO_02896;gnl|Prokka|JDDPIIHO_03248;gnl|Prokka|KAGGKOGE_00151;gnl|Prokka|KAGGKOGE_01507;gnl|Prokka|KIDIHNBK_00146;gnl|Prokka|KIDIHNBK_04383;gnl|Prokka|LGNBBEFE_00252;gnl|Prokka|LGNBBEFE_03352;gnl|Prokka|LKCJGGKA_01020;gnl|Prokka|LKCJGGKA_02110;gnl|Prokka|MKNIKEAA_01850;gnl|Prokka|MKNIKEAA_02608;gnl|Prokka|NGKABENH_03727;gnl|Prokka|NGKABENH_04488;gnl|Prokka|NKEMDPIE_00822;gnl|Prokka|NKEMDPIE_02154;gnl|Prokka|PJBPACPC_01965;gnl|Prokka|PJBPACPC_02912;gnl|Prokka|PLJPCPFJ_03771;gnl|Prokka|PLJPCPFJ_04486,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2
K02505,protein transport protein HofC,gnl|Prokka|AKEAHCKB_00792;gnl|Prokka|APDOGEMG_03591;gnl|Prokka|BNGDJCLN_00366;gnl|Prokka|COAKLHLB_03256;gnl|Prokka|HCDLLMMA_04220;gnl|Prokka|HIPMDEKK_00638;gnl|Prokka|IAHBEFHN_02455;gnl|Prokka|ICHPHMKM_02505;gnl|Prokka|JCIDEFIG_01230;gnl|Prokka|JDDPIIHO_00475;gnl|Prokka|KAGGKOGE_00580;gnl|Prokka|KIDIHNBK_00516;gnl|Prokka|LGNBBEFE_00482;gnl|Prokka|LKCJGGKA_04281;gnl|Prokka|MKNIKEAA_04424;gnl|Prokka|NGKABENH_02109;gnl|Prokka|NKEMDPIE_02310;gnl|Prokka|PJBPACPC_04044;gnl|Prokka|PLJPCPFJ_00777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K05779,putative thiamine transport system ATP-binding protein,gnl|Prokka|AKEAHCKB_04154;gnl|Prokka|APDOGEMG_01077;gnl|Prokka|BNGDJCLN_04093;gnl|Prokka|COAKLHLB_03361;gnl|Prokka|HCDLLMMA_03865;gnl|Prokka|HIPMDEKK_03473;gnl|Prokka|IAHBEFHN_00116;gnl|Prokka|ICHPHMKM_00796;gnl|Prokka|JCIDEFIG_01113;gnl|Prokka|JDDPIIHO_02040;gnl|Prokka|KAGGKOGE_03816;gnl|Prokka|KIDIHNBK_00899;gnl|Prokka|LGNBBEFE_01508;gnl|Prokka|LKCJGGKA_01094;gnl|Prokka|MKNIKEAA_02339;gnl|Prokka|NGKABENH_03086;gnl|Prokka|NKEMDPIE_00403;gnl|Prokka|PJBPACPC_00655;gnl|Prokka|PLJPCPFJ_02337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03582,exodeoxyribonuclease V beta subunit [EC:3.1.11.5],gnl|Prokka|AKEAHCKB_02076;gnl|Prokka|APDOGEMG_01749;gnl|Prokka|BNGDJCLN_00674;gnl|Prokka|COAKLHLB_04173;gnl|Prokka|HCDLLMMA_01098;gnl|Prokka|HIPMDEKK_03316;gnl|Prokka|IAHBEFHN_04010;gnl|Prokka|ICHPHMKM_03260;gnl|Prokka|JCIDEFIG_00032;gnl|Prokka|JDDPIIHO_00668;gnl|Prokka|KAGGKOGE_00291;gnl|Prokka|KIDIHNBK_01633;gnl|Prokka|LGNBBEFE_00658;gnl|Prokka|LKCJGGKA_04154;gnl|Prokka|MKNIKEAA_04006;gnl|Prokka|NGKABENH_04319;gnl|Prokka|NKEMDPIE_03895;gnl|Prokka|PJBPACPC_02738;gnl|Prokka|PLJPCPFJ_04057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03556,LuxR family transcriptional regulator; maltose regulon positive regulatory protein,gnl|Prokka|AKEAHCKB_03491;gnl|Prokka|APDOGEMG_00173;gnl|Prokka|BNGDJCLN_02033;gnl|Prokka|COAKLHLB_00087;gnl|Prokka|HCDLLMMA_00093;gnl|Prokka|HIPMDEKK_02913;gnl|Prokka|IAHBEFHN_00341;gnl|Prokka|ICHPHMKM_02966;gnl|Prokka|JCIDEFIG_00378;gnl|Prokka|JDDPIIHO_01756;gnl|Prokka|KAGGKOGE_03573;gnl|Prokka|KIDIHNBK_03892;gnl|Prokka|LGNBBEFE_02084;gnl|Prokka|LKCJGGKA_00546;gnl|Prokka|MKNIKEAA_00108;gnl|Prokka|NGKABENH_03627;gnl|Prokka|NKEMDPIE_01111;gnl|Prokka|PJBPACPC_04159;gnl|Prokka|PLJPCPFJ_02609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K18831,HTH-type transcriptional regulator / antitoxin HigA,gnl|Prokka|AKEAHCKB_01753;gnl|Prokka|APDOGEMG_02515;gnl|Prokka|APDOGEMG_03039;gnl|Prokka|BNGDJCLN_00959;gnl|Prokka|COAKLHLB_01250;gnl|Prokka|HCDLLMMA_00989;gnl|Prokka|HCDLLMMA_04481;gnl|Prokka|HIPMDEKK_00840;gnl|Prokka|IAHBEFHN_00901;gnl|Prokka|ICHPHMKM_00282;gnl|Prokka|ICHPHMKM_00449;gnl|Prokka|JCIDEFIG_01135;gnl|Prokka|JDDPIIHO_03573;gnl|Prokka|KAGGKOGE_00183;gnl|Prokka|KAGGKOGE_04098;gnl|Prokka|KIDIHNBK_00106;gnl|Prokka|KIDIHNBK_00335;gnl|Prokka|LGNBBEFE_00414;gnl|Prokka|LGNBBEFE_03394;gnl|Prokka|LKCJGGKA_00794;gnl|Prokka|MKNIKEAA_00273;gnl|Prokka|MKNIKEAA_04135;gnl|Prokka|NGKABENH_04448;gnl|Prokka|NKEMDPIE_00662;gnl|Prokka|NKEMDPIE_00861;gnl|Prokka|PJBPACPC_02457;gnl|Prokka|PJBPACPC_02875;gnl|Prokka|PLJPCPFJ_01105,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1
K02550,glycolate permease,gnl|Prokka|AKEAHCKB_03874;gnl|Prokka|APDOGEMG_00811;gnl|Prokka|BNGDJCLN_00851;gnl|Prokka|HCDLLMMA_04369;gnl|Prokka|HIPMDEKK_03046;gnl|Prokka|IAHBEFHN_00295;gnl|Prokka|ICHPHMKM_01016;gnl|Prokka|KAGGKOGE_00430;gnl|Prokka|KIDIHNBK_00210;gnl|Prokka|LGNBBEFE_04222;gnl|Prokka|MKNIKEAA_00402;gnl|Prokka|NGKABENH_04160;gnl|Prokka|NKEMDPIE_03048;gnl|Prokka|PJBPACPC_02579;gnl|Prokka|PLJPCPFJ_00996,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1
K03321,sulfate permease; SulP family,gnl|Prokka|AKEAHCKB_00415;gnl|Prokka|APDOGEMG_02216;gnl|Prokka|BNGDJCLN_00471;gnl|Prokka|COAKLHLB_01906;gnl|Prokka|HCDLLMMA_02105;gnl|Prokka|HIPMDEKK_00145;gnl|Prokka|IAHBEFHN_02304;gnl|Prokka|ICHPHMKM_02344;gnl|Prokka|JCIDEFIG_01159;gnl|Prokka|JDDPIIHO_02957;gnl|Prokka|KAGGKOGE_01750;gnl|Prokka|KIDIHNBK_03488;gnl|Prokka|LGNBBEFE_01014;gnl|Prokka|LKCJGGKA_00708;gnl|Prokka|MKNIKEAA_00658;gnl|Prokka|NGKABENH_02402;gnl|Prokka|NKEMDPIE_00151;gnl|Prokka|PJBPACPC_01597;gnl|Prokka|PLJPCPFJ_00385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K19226,cationic peptide transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_03634;gnl|Prokka|APDOGEMG_00688;gnl|Prokka|BNGDJCLN_01847;gnl|Prokka|COAKLHLB_01513;gnl|Prokka|HCDLLMMA_02968;gnl|Prokka|HIPMDEKK_01577;gnl|Prokka|IAHBEFHN_02394;gnl|Prokka|ICHPHMKM_02210;gnl|Prokka|JCIDEFIG_02397;gnl|Prokka|JDDPIIHO_01795;gnl|Prokka|KAGGKOGE_03128;gnl|Prokka|KIDIHNBK_04116;gnl|Prokka|LGNBBEFE_01400;gnl|Prokka|LKCJGGKA_00099;gnl|Prokka|MKNIKEAA_00756;gnl|Prokka|NGKABENH_01089;gnl|Prokka|NKEMDPIE_00052;gnl|Prokka|PJBPACPC_01502;gnl|Prokka|PLJPCPFJ_00956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K00981,phosphatidate cytidylyltransferase [EC:2.7.7.41],gnl|Prokka|AKEAHCKB_02034;gnl|Prokka|AKEAHCKB_02117;gnl|Prokka|APDOGEMG_02745;gnl|Prokka|APDOGEMG_03659;gnl|Prokka|BNGDJCLN_00297;gnl|Prokka|BNGDJCLN_01766;gnl|Prokka|COAKLHLB_02751;gnl|Prokka|HCDLLMMA_02905;gnl|Prokka|HCDLLMMA_04290;gnl|Prokka|HIPMDEKK_00504;gnl|Prokka|IAHBEFHN_00433;gnl|Prokka|IAHBEFHN_00842;gnl|Prokka|ICHPHMKM_00055;gnl|Prokka|ICHPHMKM_03544;gnl|Prokka|JCIDEFIG_03895;gnl|Prokka|JDDPIIHO_00434;gnl|Prokka|KAGGKOGE_00506;gnl|Prokka|KIDIHNBK_04034;gnl|Prokka|LGNBBEFE_00042;gnl|Prokka|LGNBBEFE_00551;gnl|Prokka|LKCJGGKA_00046;gnl|Prokka|LKCJGGKA_01167;gnl|Prokka|MKNIKEAA_04497;gnl|Prokka|NGKABENH_01146;gnl|Prokka|NGKABENH_02181;gnl|Prokka|NKEMDPIE_02299;gnl|Prokka|NKEMDPIE_02477;gnl|Prokka|PJBPACPC_01444;gnl|Prokka|PJBPACPC_03797;gnl|Prokka|PLJPCPFJ_00845;gnl|Prokka|PLJPCPFJ_03145,2,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2
K11920,AraC family transcriptional regulator,gnl|Prokka|APDOGEMG_00239;gnl|Prokka|BNGDJCLN_02891;gnl|Prokka|COAKLHLB_00145;gnl|Prokka|HCDLLMMA_01269;gnl|Prokka|HIPMDEKK_02723;gnl|Prokka|ICHPHMKM_02795;gnl|Prokka|JCIDEFIG_03770;gnl|Prokka|LGNBBEFE_03873;gnl|Prokka|LKCJGGKA_02843;gnl|Prokka|PLJPCPFJ_03665,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
K15974,MarR family transcriptional regulator; negative regulator of the multidrug operon emrRAB,gnl|Prokka|AKEAHCKB_01837;gnl|Prokka|AKEAHCKB_02363;gnl|Prokka|APDOGEMG_00855;gnl|Prokka|BNGDJCLN_01293;gnl|Prokka|COAKLHLB_02991;gnl|Prokka|HCDLLMMA_00958;gnl|Prokka|HIPMDEKK_03089;gnl|Prokka|IAHBEFHN_00968;gnl|Prokka|ICHPHMKM_01634;gnl|Prokka|JCIDEFIG_03426;gnl|Prokka|JDDPIIHO_01049;gnl|Prokka|JDDPIIHO_03257;gnl|Prokka|KAGGKOGE_00159;gnl|Prokka|KIDIHNBK_00138;gnl|Prokka|LGNBBEFE_03360;gnl|Prokka|LKCJGGKA_02102;gnl|Prokka|MKNIKEAA_02600;gnl|Prokka|MKNIKEAA_04381;gnl|Prokka|NGKABENH_00544;gnl|Prokka|NGKABENH_04480;gnl|Prokka|NKEMDPIE_00830;gnl|Prokka|NKEMDPIE_01718;gnl|Prokka|NKEMDPIE_02408;gnl|Prokka|PJBPACPC_00366;gnl|Prokka|PJBPACPC_02904;gnl|Prokka|PLJPCPFJ_03763,1,2,1,2,1,2,1,2,1,1,1,1,1,1,3,1,1,1,2
K11074,putrescine transport system permease protein,gnl|Prokka|AKEAHCKB_03269;gnl|Prokka|APDOGEMG_03105;gnl|Prokka|BNGDJCLN_02326;gnl|Prokka|COAKLHLB_04257;gnl|Prokka|HCDLLMMA_01621;gnl|Prokka|HIPMDEKK_01705;gnl|Prokka|IAHBEFHN_01226;gnl|Prokka|ICHPHMKM_01843;gnl|Prokka|JCIDEFIG_02712;gnl|Prokka|JDDPIIHO_02149;gnl|Prokka|KAGGKOGE_01011;gnl|Prokka|KIDIHNBK_03182;gnl|Prokka|LGNBBEFE_04135;gnl|Prokka|LKCJGGKA_00328;gnl|Prokka|MKNIKEAA_03353;gnl|Prokka|NGKABENH_01569;gnl|Prokka|NKEMDPIE_01249;gnl|Prokka|PJBPACPC_00895;gnl|Prokka|PLJPCPFJ_03004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K04754,phospholipid-binding lipoprotein MlaA,gnl|Prokka|AKEAHCKB_02668;gnl|Prokka|APDOGEMG_04440;gnl|Prokka|BNGDJCLN_03456;gnl|Prokka|COAKLHLB_00696;gnl|Prokka|HCDLLMMA_00391;gnl|Prokka|HIPMDEKK_01225;gnl|Prokka|IAHBEFHN_01375;gnl|Prokka|ICHPHMKM_02632;gnl|Prokka|JCIDEFIG_00092;gnl|Prokka|JDDPIIHO_00035;gnl|Prokka|KAGGKOGE_01400;gnl|Prokka|KIDIHNBK_04490;gnl|Prokka|LGNBBEFE_02832;gnl|Prokka|LKCJGGKA_04036;gnl|Prokka|MKNIKEAA_01112;gnl|Prokka|NGKABENH_00956;gnl|Prokka|NKEMDPIE_02010;gnl|Prokka|PJBPACPC_02074;gnl|Prokka|PLJPCPFJ_04358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K00764,amidophosphoribosyltransferase [EC:2.4.2.14],gnl|Prokka|AKEAHCKB_01601;gnl|Prokka|APDOGEMG_04406;gnl|Prokka|BNGDJCLN_03489;gnl|Prokka|COAKLHLB_00729;gnl|Prokka|HCDLLMMA_00426;gnl|Prokka|HIPMDEKK_03556;gnl|Prokka|IAHBEFHN_01880;gnl|Prokka|ICHPHMKM_00921;gnl|Prokka|JCIDEFIG_00286;gnl|Prokka|JDDPIIHO_00862;gnl|Prokka|KAGGKOGE_01432;gnl|Prokka|KIDIHNBK_04458;gnl|Prokka|LGNBBEFE_02799;gnl|Prokka|LKCJGGKA_03035;gnl|Prokka|LKCJGGKA_03630;gnl|Prokka|MKNIKEAA_01775;gnl|Prokka|NGKABENH_00988;gnl|Prokka|NKEMDPIE_00595;gnl|Prokka|PJBPACPC_02042;gnl|Prokka|PLJPCPFJ_04391,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
K25494,MFS transporter; CP family; 2-nitroimidazole transporter,gnl|Prokka|AKEAHCKB_02331;gnl|Prokka|APDOGEMG_01111;gnl|Prokka|BNGDJCLN_04058;gnl|Prokka|COAKLHLB_02290;gnl|Prokka|HCDLLMMA_03831;gnl|Prokka|HIPMDEKK_02216;gnl|Prokka|IAHBEFHN_03474;gnl|Prokka|ICHPHMKM_02544;gnl|Prokka|JCIDEFIG_03687;gnl|Prokka|KAGGKOGE_03849;gnl|Prokka|KIDIHNBK_00865;gnl|Prokka|LGNBBEFE_01280;gnl|Prokka|LKCJGGKA_02206;gnl|Prokka|MKNIKEAA_02306;gnl|Prokka|NGKABENH_03119;gnl|Prokka|NKEMDPIE_00367;gnl|Prokka|PJBPACPC_00619;gnl|Prokka|PLJPCPFJ_02303,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
