Gene,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39,gene_name,VFG_ID,gene_description,VF_ID,VFC_ID,organism
gnl|Prokka|HCDLLMMA_00686,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_00686,VFG049042(gb|WP_012967600), O9 family phosphomannomutase RfbK2 ,LPS (VF0561),Immune modulation (VFC0258),[Klebsiella variicola At-22]
gnl|Prokka|HCDLLMMA_00723,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,gnl|Prokka|HCDLLMMA_00723,VFG043568(gb|NP_460531), phosphoporin PhoE ,OmpD (VF0969),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|HCDLLMMA_00750,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_00750,VFG034708(gb|WP_000556300), phosphoethanolamine transferase CptA ,Ibes (VF0237),Invasion (VFC0083),[Escherichia coli O104:H4 str. 2009EL-2050]
gnl|Prokka|HCDLLMMA_01695,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,gnl|Prokka|HCDLLMMA_01695,VFG043568(gb|NP_460531), phosphoporin PhoE ,OmpD (VF0969),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|HCDLLMMA_01808,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,gnl|Prokka|HCDLLMMA_01808,VFG042089(gb|NP_311744), type III secretion protein EprJ ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|HCDLLMMA_01902,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,gnl|Prokka|HCDLLMMA_01902,VFG049120(gb|WP_012737535), allantoinase ,Allantion utilization (VF0572),Nutritional/Metabolic factor (VFC0272),[Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
gnl|Prokka|HCDLLMMA_02615,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_02615,VFG043108(gb|WP_000067959), flagellar motor switch protein FliG ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HCDLLMMA_02616,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_02616,VFG043107(gb|WP_000994443), flagellar M-ring protein FliF ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HCDLLMMA_02629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,gnl|Prokka|HCDLLMMA_02629,VFG043102(gb|WP_000079723), FliC/FljB family flagellin ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HCDLLMMA_02725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,gnl|Prokka|HCDLLMMA_02725,VFG035339(gb|WP_024261658), NERD domain-containing protein/DEAD/DEAH box helicase ,SCI-I T6SS (VF1120),Effector delivery system (VFC0086),[Escherichia coli O44:H18 042]
gnl|Prokka|HCDLLMMA_02736,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,gnl|Prokka|HCDLLMMA_02736,VFG033414(gb|WP_001403203), outer membrane beta-barrel protein ,Tia/Hek (VF1109),Invasion (VFC0083),[Escherichia coli O44:H18 042]
gnl|Prokka|HCDLLMMA_02748,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|HCDLLMMA_02748,VFG045692(gb|WP_197532029), Hsp60  60K heat shock protein HtpB ,Hsp60 (VF0159),Adherence (VFC0001),[Legionella longbeachae NSW150]
gnl|Prokka|HCDLLMMA_02975,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_02975,VFG049144(gb|WP_002892069), acriflavine resistance protein B ,AcrAB (VF0568),Antimicrobial activity/Competitive advantage (VFC0325),[Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
gnl|Prokka|HCDLLMMA_02976,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_02976,VFG049125(gb|WP_004136054), acriflavine resistance protein A ,AcrAB (VF0568),Antimicrobial activity/Competitive advantage (VFC0325),[Klebsiella oxytoca E718]
gnl|Prokka|HCDLLMMA_03038,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_03038,VFG034342(gb|WP_000189337), ChuY ,Chu (VF0234),Nutritional/Metabolic factor (VFC0272),[Escherichia coli O44:H18 042]
gnl|Prokka|HCDLLMMA_03040,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,gnl|Prokka|HCDLLMMA_03040,VFG034306(gb|WP_001095638), Putative oxygen independent coproporphyrinogen III oxidase ,Chu (VF0234),Nutritional/Metabolic factor (VFC0272),[Escherichia coli O44:H18 042]
gnl|Prokka|HCDLLMMA_03126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,gnl|Prokka|HCDLLMMA_03126,VFG049914(gb|WP_000037389), Type VI secretion system protein TssB ,T6SS (VF0579),Effector delivery system (VFC0086),[Shigella sonnei Ss046]
gnl|Prokka|HCDLLMMA_03131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,gnl|Prokka|HCDLLMMA_03131,VFG035696(gb|WP_000348793), type VI secretion system baseplate subunit TssG ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli O103:H2 str. 12009]
gnl|Prokka|HCDLLMMA_03292,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,gnl|Prokka|HCDLLMMA_03292,VFG042593(gb|AAS99232), StgD ,Stg fimbriae (VF1150),Adherence (VFC0001),[Escherichia coli O78:K80:H9 chi7122]
gnl|Prokka|HCDLLMMA_03301,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,gnl|Prokka|HCDLLMMA_03301,VFG034915(gb|WP_000225947), Type III secretion system effector EspY4 ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HCDLLMMA_03406,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|HCDLLMMA_03406,VFG000140(gb|NP_253696), UDP-glucose:(heptosyl) LPS alpha 1 3-glucosyltransferase WaaG ,LPS (VF0085),Immune modulation (VFC0258),[Pseudomonas aeruginosa PAO1]
gnl|Prokka|HCDLLMMA_03591,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,gnl|Prokka|HCDLLMMA_03591,VFG011430(gb|WP_002963616), acyl carrier protein ,LPS (VF0367),Immune modulation (VFC0258),[Brucella melitensis bv. 1 str. 16M]
gnl|Prokka|HCDLLMMA_03592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|HCDLLMMA_03592,VFG038840(gb|WP_005300916), short chain dehydrogenase/reductase family oxidoreductase ,Polar flagella (VF0473),Motility (VFC0204),[Aeromonas hydrophila ML09-119]
gnl|Prokka|HCDLLMMA_03659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,gnl|Prokka|HCDLLMMA_03659,VFG013626(gb|WP_011272071), radical SAM family heme chaperone HemW ,Heme biosynthesis (VF0758),Nutritional/Metabolic factor (VFC0272),[Haemophilus influenzae 86-028NP]
gnl|Prokka|HCDLLMMA_04187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,gnl|Prokka|HCDLLMMA_04187,VFG034901(gb|WP_000868321), Type III secretion system effector EspY2 ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HCDLLMMA_04365,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,gnl|Prokka|HCDLLMMA_04365,VFG040956(gb|WP_000135067), type II secretion system protein GspC ,Gsp (VF1177),Effector delivery system (VFC0086),[Escherichia coli E24377A]
gnl|Prokka|HCDLLMMA_04493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,gnl|Prokka|HCDLLMMA_04493,VFG034639(gb|WP_001245992), minor pilin and initiator ,Adhesive fimbriae (VF0213),Adherence (VFC0001),[Escherichia coli 536]
gnl|Prokka|HIPMDEKK_00887,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,gnl|Prokka|HIPMDEKK_00887,VFG042403(gb|WP_000919494), type 1 fimbrial protein ,E.coli laminin-binding fimbriae (ELF) (VF1140),Adherence (VFC0001),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HIPMDEKK_00888,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,gnl|Prokka|HIPMDEKK_00888,VFG042402(gb|WP_077626202), fimbrial protein ,E.coli laminin-binding fimbriae (ELF) (VF1140),Adherence (VFC0001),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HIPMDEKK_00889,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,gnl|Prokka|HIPMDEKK_00889,VFG045916(gb|WP_001165668), fimbrial protein ,E.coli laminin-binding fimbriae (ELF) (VF1140),Adherence (VFC0001),[Escherichia coli VR50]
gnl|Prokka|HIPMDEKK_01644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,gnl|Prokka|HIPMDEKK_01644,VFG034895(gb|WP_001304001), Type III secretion system effector EspY1 ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|HIPMDEKK_02482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|HIPMDEKK_02482,VFG014138(gb|WP_003138473), UDP-N-acetyl-D-mannosamine dehydrogenase ,LPS (VF0085),Immune modulation (VFC0258),[Pseudomonas aeruginosa UCBPP-PA14]
gnl|Prokka|HIPMDEKK_02483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|HIPMDEKK_02483,VFG007640(gb|WP_043877039), UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) ,Capsular polysaccharide (VF0624),Immune modulation (VFC0258),[Vibrio vulnificus YJ016]
gnl|Prokka|HIPMDEKK_02484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|HIPMDEKK_02484,VFG023778(gb|WP_005181087), ECA polysaccharide chain length modulation protein ,O-antigen (VF0392),Immune modulation (VFC0258),[Yersinia enterocolitica subsp. palearctica 105.5R(r)]
gnl|Prokka|HIPMDEKK_02558,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,gnl|Prokka|HIPMDEKK_02558,VFG035469(gb|WP_000377957), type VI secretion system ImpA and VasL domain-containing protein ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli O103:H2 str. 12009]
gnl|Prokka|HIPMDEKK_02904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|HIPMDEKK_02904,VFG013029(gb|WP_001298899), Fe(3+)-siderophore ABC transporter permease ,Enterobactin synthesis and transport (VF0984),Nutritional/Metabolic factor (VFC0272),[Shigella flexneri 2a str. 2457T]
gnl|Prokka|HIPMDEKK_03151,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,gnl|Prokka|HIPMDEKK_03151,VFG042096(gb|NP_311735), SycD-like chaperone family TPR-repeat-containing protein ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|HIPMDEKK_03770,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,gnl|Prokka|HIPMDEKK_03770,VFG035946(gb|WP_001033190), trimeric autotransporter adhesin EhaG ,UpaG adhesin  trimeric AT (VF1125),Adherence (VFC0001),[Escherichia coli O55:H7 str. CB9615]
gnl|Prokka|IAHBEFHN_00399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_00399,VFG042734(gb|NP_249343), cAMP-regulatory protein ,Type IV pili (VF0082),Adherence (VFC0001),[Pseudomonas aeruginosa PAO1]
gnl|Prokka|IAHBEFHN_00813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gnl|Prokka|IAHBEFHN_00813,VFG043982(gb|CAA61099), colicin K ,Colicin K (VF1186),Exotoxin (VFC0235),[Escherichia coli str. K49]
gnl|Prokka|IAHBEFHN_00848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,gnl|Prokka|IAHBEFHN_00848,VFG013167(gb|WP_012341126), UDP-N-acetylglucosamine acyltransferase ,LOS (VF0044),Immune modulation (VFC0258),[Haemophilus somnus 2336]
gnl|Prokka|IAHBEFHN_00884,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,gnl|Prokka|IAHBEFHN_00884,VFG040912(gb|WP_011094630), type II secretion system major pseudopilin GspG ,Out (VF1285),Effector delivery system (VFC0086),[Pectobacterium atrosepticum SCRI1043]
gnl|Prokka|IAHBEFHN_00923,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,gnl|Prokka|IAHBEFHN_00923,VFG035102(gb|WP_001350147), type VI secretion system contractile sheath large subunit ,SCI-I T6SS (VF1120),Effector delivery system (VFC0086),[Escherichia coli CFT073]
gnl|Prokka|IAHBEFHN_00927,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,gnl|Prokka|IAHBEFHN_00927,VFG035169(gb|WP_000997068), Hcp family type VI secretion system effector ,SCI-I T6SS (VF1120),Effector delivery system (VFC0086),[Escherichia coli CFT073]
gnl|Prokka|IAHBEFHN_01064,1,1,2,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,0,gnl|Prokka|IAHBEFHN_01064,VFG034755(gb|NP_310454), Type III secretion system effector espL1 ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|IAHBEFHN_01151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_01151,VFG013437(gb|WP_005656817), lipid A biosynthesis lauroyl acyltransferase ,LOS (VF0044),Immune modulation (VFC0258),[Haemophilus influenzae 86-028NP]
gnl|Prokka|IAHBEFHN_01277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_01277,VFG013618(gb|WP_011609384), glutamate-1-semialdehyde 2 1-aminomutase ,Heme biosynthesis (VF0758),Nutritional/Metabolic factor (VFC0272),[Haemophilus somnus 129PT]
gnl|Prokka|IAHBEFHN_01624,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_01624,VFG047605(gb|WP_080558930), gamma-glutamyltranspeptidase ,GGT (VF0553),Nutritional/Metabolic factor (VFC0272),[Francisella cf. novicida Fx1]
gnl|Prokka|IAHBEFHN_01833,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,gnl|Prokka|IAHBEFHN_01833,VFG034325(gb|WP_000020040), putative heme-binding protein ChuX ,Chu (VF0234),Nutritional/Metabolic factor (VFC0272),[Escherichia coli O7:K1 str. IAI39]
gnl|Prokka|IAHBEFHN_01835,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,gnl|Prokka|IAHBEFHN_01835,VFG034293(gb|WP_001322813), periplasmic heme-binding protein ChuT ,Chu (VF0234),Nutritional/Metabolic factor (VFC0272),[Escherichia coli O17:K52:H18 str. UMN026]
gnl|Prokka|IAHBEFHN_01836,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,gnl|Prokka|IAHBEFHN_01836,VFG034265(gb|WP_000089590), Outer membrane heme/hemoglobin receptor ChuA ,Chu (VF0234),Nutritional/Metabolic factor (VFC0272),[Escherichia coli O55:H7 str. CB9615]
gnl|Prokka|IAHBEFHN_02029,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,gnl|Prokka|IAHBEFHN_02029,VFG042511(gb|AAO73845), FotT ,Adhesive fimbriae (VF0213),Adherence (VFC0001),[Escherichia coli O20:K27:H- ARG-2]
gnl|Prokka|IAHBEFHN_02035,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,gnl|Prokka|IAHBEFHN_02035,VFG035984(gb|WP_001386603), autotransporter adhesin EhaA ,EhaA  AIDA-I type (VF1127),Adherence (VFC0001),[Escherichia coli O104:H4 str. 2009EL-2050]
gnl|Prokka|IAHBEFHN_02334,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,gnl|Prokka|IAHBEFHN_02334,VFG035238(gb|WP_001298149), type VI secretion protein VasK ,SCI-I T6SS (VF1120),Effector delivery system (VFC0086),[Escherichia coli 536]
gnl|Prokka|IAHBEFHN_02447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_02447,VFG013414(gb|WP_012054478), UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase ,LOS (VF0044),Immune modulation (VFC0258),[Haemophilus influenzae PittEE]
gnl|Prokka|IAHBEFHN_02547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_02547,VFG000077(gb|NP_465991), ATP-dependent Clp protease proteolytic subunit ,ClpP (VF0074),Stress survival (VFC0282),[Listeria monocytogenes EGD-e]
gnl|Prokka|IAHBEFHN_02742,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gnl|Prokka|IAHBEFHN_02742,VFG041113(gb|NP_459287), type VI secretion protein Vgr ,SCI (Salmonella centrisome island) (VF0974),Effector delivery system (VFC0086),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|IAHBEFHN_03070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03070,VFG043092(gb|WP_010904770), methyl-accepting chemotaxis protein II ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03071,VFG043093(gb|WP_000147304), chemotaxis protein CheW ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03072,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03072,VFG043094(gb|WP_001322280), chemotaxis protein CheA ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03073,VFG043095(gb|WP_000795630), flagellar motor protein MotB ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03074,VFG043096(gb|WP_000906325), flagellar motor stator protein MotA ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03076,VFG043098(gb|WP_001302091), flagellar transcriptional regulator FlhD ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03104,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,gnl|Prokka|IAHBEFHN_03104,VFG002652(gb|WP_002211152), flagellin ,Flagella (VF0394),Motility (VFC0204),[Yersinia pestis CO92]
gnl|Prokka|IAHBEFHN_03105,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,gnl|Prokka|IAHBEFHN_03105,VFG043103(gb|WP_000146755), flagellar filament capping protein FliD ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03106,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03106,VFG043104(gb|WP_000270418), flagellar export chaperone FliS ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03107,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03107,VFG043105(gb|WP_001015033), flagella biosynthesis regulatory protein FliT ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|IAHBEFHN_03301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|IAHBEFHN_03301,VFG045720(gb|WP_012979217), cytochrome c heme lyase subunit CcmF ,CcmC (VF0292),Nutritional/Metabolic factor (VFC0272),[Legionella longbeachae NSW150]
gnl|Prokka|IAHBEFHN_03974,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,gnl|Prokka|IAHBEFHN_03974,VFG035205(gb|WP_001024965), type VI secretion system tip protein VgrG ,SCI-I T6SS (VF1120),Effector delivery system (VFC0086),[Escherichia coli 536]
gnl|Prokka|ICHPHMKM_00169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,gnl|Prokka|ICHPHMKM_00169,VFG049125(gb|WP_004136054), acriflavine resistance protein A ,AcrAB (VF0568),Antimicrobial activity/Competitive advantage (VFC0325),[Klebsiella oxytoca E718]
gnl|Prokka|ICHPHMKM_00170,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,gnl|Prokka|ICHPHMKM_00170,VFG049144(gb|WP_002892069), acriflavine resistance protein B ,AcrAB (VF0568),Antimicrobial activity/Competitive advantage (VFC0325),[Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
gnl|Prokka|ICHPHMKM_00253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|ICHPHMKM_00253,VFG013205(gb|WP_012341592), oxygen-independent coproporphyrinogen III oxidase ,Heme biosynthesis (VF0758),Nutritional/Metabolic factor (VFC0272),[Haemophilus somnus 2336]
gnl|Prokka|ICHPHMKM_00483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|ICHPHMKM_00483,VFG015885(gb|WP_003381688), adenylyl-sulfate kinase ,Phytotoxin phaseolotoxin (VF0917),Exotoxin (VFC0235),[Pseudomonas syringae pv. phaseolicola 1448A]
gnl|Prokka|ICHPHMKM_00517,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,gnl|Prokka|ICHPHMKM_00517,VFG049114(gb|WP_012737527), DNA-binding transcriptional activator AllS ,Allantion utilization (VF0572),Nutritional/Metabolic factor (VFC0272),[Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
gnl|Prokka|ICHPHMKM_00545,1,1,1,0,1,0,1,0,2,0,1,1,0,0,0,0,0,1,0,gnl|Prokka|ICHPHMKM_00545,VFG021170(gb|WP_000708650), type I fimbriae minor fimbrial subunit FimH  adhesin ,Type 1 fimbriae (VF0102),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Heidelberg str. SL476]
gnl|Prokka|ICHPHMKM_00546,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,gnl|Prokka|ICHPHMKM_00546,VFG042684(gb|CAD56975), major fimbrial subunit ,Type 1 fimbriae (VF1211),Adherence (VFC0001),[Citrobacter freundii str. 3009]
gnl|Prokka|ICHPHMKM_01653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|ICHPHMKM_01653,VFG021077(gb|WP_001031685), two-component system sensor histidine kinase PhoQ ,PhoPQ (VF0111),Regulation (VFC0301),[Salmonella enterica subsp. enterica serovar Agona str. SL483]
gnl|Prokka|ICHPHMKM_01654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|ICHPHMKM_01654,VFG004063(gb|WP_001537766), two-component system response regulator PhoP ,PhoPQ (VF0111),Regulation (VFC0301),[Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]
gnl|Prokka|ICHPHMKM_02014,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|ICHPHMKM_02014,VFG000139(gb|NP_253697), B-band O-antigen polymerase ,LPS (VF0085),Immune modulation (VFC0258),[Pseudomonas aeruginosa PAO1]
gnl|Prokka|ICHPHMKM_02233,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|ICHPHMKM_02233,VFG018402(gb|WP_000131305), Mg2+ transport protein ,MgtBC (VF0106),Nutritional/Metabolic factor (VFC0272),[Salmonella enterica subsp. arizonae serovar 62:z4 z23:-- str. RSK2980]
gnl|Prokka|ICHPHMKM_02819,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,gnl|Prokka|ICHPHMKM_02819,VFG042085(gb|NP_311751), type III secretion protein EpaQ ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|ICHPHMKM_03009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|ICHPHMKM_03009,VFG012989(gb|WP_000026762), (2 3-dihydroxybenzoyl)adenylate synthase EntE ,Enterobactin synthesis and transport (VF0984),Nutritional/Metabolic factor (VFC0272),[Shigella boydii Sb227]
gnl|Prokka|ICHPHMKM_03115,0,1,1,0,2,0,0,0,1,0,0,2,0,1,0,2,0,1,0,gnl|Prokka|ICHPHMKM_03115,VFG035835(gb|WP_000053624), type VI secretion system tip protein VgrG ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli 536]
gnl|Prokka|ICHPHMKM_03271,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,gnl|Prokka|ICHPHMKM_03271,VFG021592(gb|WP_000725076), fimbrial minor subunit StfF ,Stf (VF0958),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Newport str. SL254]
